text,label
เสียดายสาขาประจวบไม่มีแล้ว,1
สุ้ๆๆคะเจ้,2
ทำไมได้น้อยเหมือนไม่ได้ลด,1
ค่าไปเช่าชุดเนี้ยยยอิสัส,1
เบลน285.,2
ไปเอายาริสไม่ดีกว่าหรอว่ะ,1
เปิดแว้ววววว,0
ชุมพร ป๊ะ,2
HOEGAARDEN,2
55 อยู่ที่ความชอบ..กินได้แต่เหม็นๆ,1
กุหิวววว,2
กูเฉยๆกะซุปเปอร์มัมว่ะ,1
ไม่มีตัง😑,2
พรุ่งนี้บุก,0
ไปๆ วันจันนะ,0
ชอบจัง,0
เช่าชุดแพงกว่าค่าอาหารอีกกก,1
ไม่กินนนนน,1
Complain เลยพี่,1
กุ้งแน่นอน เด่วนี้ไม่มีแล้ว,1
เพื่อชีวาส,2
แพงอีดอก,1
555คะ,2
แสงโสมได้อยู่นะ,0
555 รอ,2
ไปสิคะ,0
ฮอทพอทดีล่ะ,0
แต่ปวดหัวเพราะแดกช้าง,1
ดีนะ กินลีโอ กิกิกิ,0
เสียดายบาบีกอนมื้อนั้นเหมือนกันนะ,1
โอเครคับ,2
เอาจริงๆๆน้ะนิ,0
งดกินไปก่อนนน,1
อร่อยยยยย,0
หมี่หยกต้มยำ,0
ยึดรถ 5 5 5 ไอสัสแค่บุหรี่ไฟฟ้า,1
ชุนพอน,2
คิงมีตังค์ละกะ อี้,0
เกลียดการขายเบียร์ช้าง,1
ถ้าเจอในบ้านไม่ยึดบ้านเลยหรือ,1
จะพามากินหรอ,0
ละปุ้นน,2
กู ไม่ กิน ช้าง,1
ห้วยยยย!!!,2
ไปด้วยย,0
ใช้กานีเย่ไม่ได้อ่ะเจ้,1
มันปิดแล้วนิมึง,1
เกือบไปแดกช้างแล้วกุ🤭🤦‍♀️,1
นะ,2
เมียมึงแดกช้างไอ้สัส,1
กินบาบีก้อนก่อน,0
จะพาไปกินหรอ,0
ไม่เห็นมีค่ะ,1
ทำ ANESSA หาย เสียใจมาก😢,1
เห่อ ออออ,2
อั๋น ใช้รีโว่ครับ,0
หมายถึงคอมเม้นว่าหมูบางใช่ป่ะ 555,1
กิน 99 ข้างแฮปปี้ไปก่อนล่ะกัน,1
ชุมพร.,2
กูเกลียดred label!!!,1
เออ,2
ก้อนน,2
น้องๆ,2
อยากกินเหรอคร้า,0
ชอบตอนลดราคาจ้า 299,0
ป่ะคุณสา,0
ผิดเพราะไม่เสียภาษีให้รัฐไง,1
เบียร์ยูไม่อร่อยสัดๆๆๆๆๆฟๆ,1
อ้าวลืม556,2
Bar B Q Plaza จักขี้แตกเอานะขอรับ,1
โอเชชชช,0
บาบีก้อนทำพิษ,1
อยากกินนนนนน,0
พึ่งดู 55,2
ไม่ใช่บุฟน้า,1
ไปป่าววววว😁😁😁😁,0
เซฟรูปไว้เลย,0
สวยกว่าวีออสอีกพี่,1
ชอบ,0
สะพรึงค่ะ,1
จัดแม่ะ 555555555,0
กินมะอ้วนๆ,2
🌈✌️,2
แพ้สเมอร์นอฟฟร่ะ 555555,1
มีแต่ของอ้วนๆ ไม่เอาด้วยหรอก,1
เค้าหิว,2
Apple Pay ก็ไม่ด้วย,1
จัดไปอย่าให้เสีย,1
ไปกินกัล,0
น่ารักแสงโสม,0
กินๆๆ,0
จาเอาแบบเน้....,0
ลพบุรีไม่ร่วมมม ไปมาเหมือนกัลล์,1
ต้องลอง,0
ที่จอดรถหายากนิดนึง,1
ไปกินม่ะ,0
ไปๆๆๆๆ,0
นิสสันไทยน่าตามไปด้วย,1
จิงจัง,2
ออเจ้า รู้แล้วว่า เกลียด,1
ต่างจังหวัดไม่มีเซงไป,1
มึงงงงไปแดกกกก,0
รับ รว,0
กี่โปร ... กี่โปร ก็ยังไปไม่ถึง,1
ดีคับพี่ๆ,0
เลี้ยงสิ,2
No อยากปิ้งย่าง,1
คิดก่อน,2
มั่ยหั้ยกิงงงละ,1
วันไหนนนน,0
อ่อเออหว่ะ,2
มีค่าเติมไม่เอา,1
สเมอนอฟไง,2
ลดๆ,2
กินเพียว อ้วกแตกเลยเมื่อคืน,1
จัดมั่ยละ,2
ถูกเลย,2
ทำยังไงก็ไม่ชอบโฮการ์เด้น,1
หาตังแปป,2
พุ่งนี้ไหม,0
ภูเก็ตไม่มีฮอตพอต 😤,1
จบสวย,2
ถึง29,2
ช่วยด้วยยย,2
หรา,2
นอนเถอะ,2
ชาติ ชิลล์,2
อยากกิน💕,0
งืม,2
หิวสัสตอนนี้ กำลังแดกข้าวต้ม555,1
55555ใช่ๆ,2
ที่ค้านเพราะเสียผลประโยช,1
ไม่เห็นเผ็ด แค่สีเข้มขึ้น,1
อ้วนตาย 5555,1
โบกแท็กซี่สิบคันไม่ไปซักคัน,1
มึงโดนนนนน 555555.,0
มาเร็ววว,0
ไปจ้าอาทิตหน้าเลย,0
ไม่ได้กินเรดดิ,1
ลืมๆ,2
เค้าจะลดความอ้วน,1
มีความอยาก,0
หยักกิงง,0
หลังสอบบ,0
สนปะ,2
ควยวันนั้นจะพาใปแดก ใม่ใป,1
อิ่มละ,2
แม้งพากุ อ้วกตลอด,1
กินไม่เป็น😁😁,1
มาและ,2
พูดแล้วหิว,0
ซู่ซ่า,2
ให้ควายถือกฏหมายก้งี้แหละคับ,1
อร่อยค่ะ ชอบๆๆๆ,0
อยากกินมากกกกกกกกก,0
มึงงงงงงง,0
ใจเยนนะพี่,2
เบื่อเวลาใส่ผ้าอนามัยแล้วคันตูดอะ,1
🙌🏼🙌🏼,0
มาจัดป่ะ,2
ซาลาเปา,2
ไปดิๆ,0
กินเลยๆๆ,0
นังเอแบค แก ค่าแท็กซี่ 340 อิเวน,1
เซนไม่มีฮอตพอต,1
แหมๆๆ,2
อยากกินสัก100อัน,0
เราไม่ได้เป็นสมาชิกนี่นา,1
กะลังจะมาเม้นเหมือนกันเลย 🤢🤢,1
วันหยุดเนอะ,0
29 เจอกัน,2
ห่า ใส่ชุดไท ประสาท,1
ลาเนจจจจจ,2
อ้วนน,2
อยากกินเบียร์จุงไม่เอาช้างนะ,1
โอเค้!!,0
อึๆๆ,2
Smirnoffเล่นกูแล้ว,1
แพหรือพอด,2
เอาครับ,2
ฝี หนอง พญาธิ,1
นางกินนน,2
285เหล้าหมาไม่แดกจร้า,1
อด😭😭😭,1
การ์ตูน?,2
ไปดิ..รอไร,0
กินป่าว 😜😜😜,0
ตอเช้าเลย,2
หัวนม ตูด,2
น่าจะจำกัดอายุมากกว่า,1
เจ้เดียร์,2
กลับไปต้องโดนปะ,0
ลูกชิ้นหมูชีส,0
ไม่ฮอตพอตได้ป่ะ ไม่ชอบมากกก,1
น่ากินอะ,0
น่าไปนะ ว่าไงจร้า,0
🤣🤣🤣🤣,0
ตามครับ..เพราะใช้ Honda. อยู่..,1
มิโสะๆ,0
เก็บเงิน,2
หิววะ,0
รอกินฟรี,2
ค่าเช่าชุดแพงกว่าค่ากินอีก,1
เซ็นทรัลรันตราธิเบศ เลยยยครับ,1
จัดเล้ยย,0
ไม่ทันแล้ว,1
เอาๆ,0
อ๊ะ ไปก็ไป,0
คิดเด็กป่หว่,0
ช่วงนี้ท้องออกเจ้าไม่ค่อยดี,1
ไปป่ะ,2
เสียใจ ไม่เคยว่างเลยมึงงั้น,1
ทำไมเบียร์ช้างมันเปรี้ยวๆ,1
แงงง,2
Kulov นี่ว่ามันหวานไป๊,1
น้องแสงโสม,2
Fc. นาวาร่า,0
บุหรี่ไฟฟ้าทำให้พ่อมันตาย,1
รอไป,0
ที่แย่สุดคือ เอมเค จืดสัด,1
อือท้องเสียเลย,1
บาบีก้อน(สาคู) สาคูใส้หมู หุๆ,1
จัดเลยพี่,2
ตามครับผม,2
บ่รุ55555.,0
ก่อน29 ด้วย อดกินราคานี้แน่ๆ😭,1
ป่ะๆๆๆๆๆๆ,2
แพง กินธรรมดาพอ,1
U beerไม่เมาเลยเด้อ น้ำเปล่าสุด,1
พอเป็น Eucerin มันก็จะแพงหน่อยๆ😂,1
ไม่ว่าง,2
วันสุก,2
ที ที,2
เข้าเช้ามากิน,1
ต้องลองง,0
จัดๆๆๆดิ,0
ดีแมก,2
ใส่รถเข้น,2
เสียความรู้สึก,1
ถูกใจ,0
ไม่เจียมไงเสือกแดกลีโอ,1
โฮมโปรเพชรบูรณ์ ไม่เข้าร่วมเลย,1
เสนอข้อมูลเท็จแก่สาธารณะชน,1
ชวนด้วยนะ,2
จุกอก กันไป กลืนไม่เข้าคายไม่ออก,1
ควยๆ,1
ไปกินงี้กันมั้ย,0
=+1ครับ,2
ไม่อร่อย 😂 กินน้ำใสปกติเถอะ,1
ตังค์จะใช้ไปวันๆยังหาไม่ได้เลย,1
ISUZU MU-X,2
ละจะถามวันไดทำไม,0
ค้ะๆ😘,2
สู้กับซีวิคได้เลย,0
อีด้อกกกก,2
เจมสัน,2
จัดไปป,0
เซ็ทนี้เด็กๆชอบมาก,0
ยุบโรงงานยาสูบสิ,1
T_T,1
😋😋😋😋😋,0
มิใช่ พยาธิ นะครัช,1
ไว้มาอีก ไม่กินleo เนาะ อิอิ,1
ลุยๆ😚😚,0
จริงนะ,2
ไปจัดค่า,0
ไม่มีสมอง,2
ไอเดียดี😀,2
เคร่ๆๆ,0
โอยโอยเมาแสงโสมมีอีกจักขวดบ่หน่อ,1
ก่อนศุกนี้,2
แบบนี้มันก้อเกินไปนะ,1
ปทุมจ้าาา,2
แหลกยับ,2
ใครจะกล้าใส่555,1
คล้ายสปาย ให้พวกหัดใหม่กิน,1
เชื่อได้หรอ,1
น้องจากินนน,0
น่าไปทุกทีเลยแก,0
ขอบคุณคร๊าบบบบบ🙏🙏,0
เอาเสียยากเลยหราออเจ้า,1
นี้ๆง่ะ,2
ต้องจัดเลย,0
ไม่เอา ไม่อร่อย,1
ไม่อยากกินแบบทาชีส,1
คิดถึง​ตอนกิน มึงมันเลว 555,1
ซีวิคFd,2
ไปกินแต่น้ำนะ,0
สนใจอยุ่,0
มียุดยา,2
ค่าเช่าชุดก้เกินส่วนลดละจ้า,1
ไม่ใช่พยาธิแต่มันคือฝี 55555,1
กุอยากกิน,2
น่าเอ็นดูลูกเอ้ย,0
ไม่มีโปรที่โลตัสท่ายาง TT,1
ว้อน,2
ก็ยังแพงอยู่ดี,1
เอ็มเค อร่อยนะแต่แพง,1
มันน่ากินนะ แต่ขอพักแปป 555,1
จะอ้วก!!!,1
ไปกัลลลลลล,0
บาบีก้อน!!,2
อยากกินอีกล่ะ😱,0
บอกตรงๆว่าไม่ถูกกับหงษ์ทอง,1
ต้องบูชิ,0
ไปไหน,0
ยั่วจิง,2
ไล่ฝน,2
หิวแล้วววว,0
อือหือ. น้ำไหล,0
สนใจ อเมร่า คะ,0
แพ้แดกช้าง😜,1
อ้วนนะๆ,2
มาดิๆๆๆๆ พนเลยไม,0
แกๆ อยากกินแบบนี้,0
ตัวนิแซบกว่าเพื่อน,0
คูน4เท่านิ,2
หารรรรรร,2
จัดป้าวว,0
ปะเทศไทยมันโงพวกโง่เลือกมา,1
KFCอร่อยมั้ยครับ,1
จัดสิคะรอไร,0
อีกแล้วหรา,2
เสียดาย ยารักษามะเร็งทั้งนั้น,1
ไปเลยกำลังว่าง,0
อะไหล่ แพง เกิน honda. ครับ,1
งั้นรีบมา,2
หมูมีแต่มัน,1
หิวๆอยากกิน,0
ไปๆไปกิน,0
ว่างัยพร้อมป่าว,0
แปะไว้ก่อนนะ,0
ชุ่ย,1
ตางละเจ้,2
อยากกินนน,0
ชีสต้มมันไม่ใช่แนว,1
พน มั้ย😍,0
เบื่อ hotpot แล้ว,1
แดกบุฟเฟ่ต์เหอะ อิ่มกว่า,1
รำ😑,1
โอยยยยยย นีเวียยยยยยยยยยยยย,1
อยากใช้ยูเซอรีน แต่มันแพง,1
ขอไปด้วย,2
ทุกพุธ,2
กินหม้อเอ็มเคติดจมูกสัด,1
ไปก่อ กินฟรี,0
งือออ,2
เออน่ากิน,2
โดนไปแล้ว 4000 ทำอะไรไม่ได้เลย,1
อยากกินอ่า😳😋❄️☃️,0
พะเยา,2
จะดีเราะ,0
ไม่เจอพยาธิแต่เจอฝี,1
โห่ทั้งห้องคงมี3-4คนสูงไม่เกิน130,1
ยังรั่วน้อยกว่าหลังคา MG3,1
ลาก่อนเบียร์ช้าง...สวัสดีลีโอ,1
อะไรเอ่ยยย,0
อยากกินๆ,0
ควรไป,0
วันธรรมดา,2
ขั้นต่ำสูงจังครับ ขอบคุณครับ,1
แย่จัง,1
กุจะไม่กินสิงห์ละ..ต่อไปนี้,1
ได้สิ55,2
ป๋องดำกุขอบายว่ะ เลี่ยนชิบ,1
เด๊ดเลย,2
เอาใจ คน กรุงเทพ แล้ว ตวจ. ละ,1
บวกก,2
ซีคอนมันปิดปรับปรุงอ่าาาา,1
ตำรวจไทยแม่งยุในกะลา,1
เกลี้ยงตั้งแต่น่าทีแรกทุกคูปอง,1
บอกละกันนะอิดอกกก,0
ชีสสส พลีสสส,0
เค้าเรียกว่าโกงได้มั้ยค่ะ,1
อีกละ,1
แต่ไม่เอาซีวิคได้ม้ะ,1
17ค่ะ,2
บริการแย่มากก เป็นหมอได้ไง😤,1
ลงชื่อ,0
ชุมพรจ้าาา,2
สเมอนอฟ,2
อยากกิน.!!!!,0
ยังไม่ทันไร คูปองก็หมดละ,1
นิสสันโน๊ตก้อสวยนะ,0
จ๋าาาจ้ะ,2
😳นะๆๆ,0
ไม่รุ,2
อั้ม อึ้ง,2
ว่าง 5555,2
หึ หึ,2
น่อววว,2
หึย,2
กิน กิน,0
แพ้โซฟี,1
บาบีก้อนก่อน 55555,0
ไซส์กูก็น่าจะแพงกว่านั้น 😧,1
ตำรวจยังดูดเลยบุหรี่ไฟฟ้า,1
มาๆ,2
อย่าโชว์เหนือ เสือไม่ชอบ,1
รอ,2
จับเวลารึป่าวคะ,0
จัดปายยย,0
แม่งบรรยายซะกูคอแห้งเลย 5555,1
เมื่อไหร่ดี,0
กุเกลียดสกินฟู้ด อีสัด!!!!,1
บาบีก้อนรออีก37คิว อีดอกกก,1
เหล้าเรด,2
พี่แสงโสม,2
ดื่มลีโอ,2
แอร์ร้อนแต่มีพัดลมเสริม 🙄,1
หม่าล่ากลิ่นเครื่องเทศฉุน 😁,1
ประทับใจจจจจ ^^,0
เจอกันค่ะ,0
จริง หากินแบบนี้🤦🏻‍♀️,1
😋😋,0
เออ55555,0
เอาป่ะ,2
ทำผลงานอะใกล้สิ้นปีรู้ๆกันอยุ่,1
เบลนแม่งเหี้ยยยย รสชาติหมาไม่แดก,1
สนไหมๆ,0
ไม่กิง ใส่เกงไม่ด้ายยยย!!!,1
ปะกินฮอทพอท555,0
ทำไมโซฟีคูลลิงเฟรชถึงไม่เย็น,1
ไว้สิ้นปี ทำกินที่บ้านเถอะ 555,1
จัดมาเลย,0
น้องหงส์ทอง😂😂,0
โอเคๆๆ,0
จัดเมื่อไร,2
จัดกันม่ะ,2
ไปปปป กูจะเอาmu-x,0
สนใจ Mazda 2 ครับ,0
ไป ไปกินกันนน,0
อยากกิล555,0
สังคมต้องการแบบนี้,0
ไม่แดก. รีฟิวโอลลี่,1
แพ้ยีสต์ เอสเคทูคงไม่ซื้อ,1
พัทยา,2
แหม่...,1
แต่เหมือนในชีทเรียนเลยค่ะ555,1
หือออแอ,0
ตะมายหยออ,2
หาวันไปลองจัดป่ะ,0
กินบาบีก้อนจนเบื่อแล้ว😑,1
มีใครเอียนไทอิน dr. jill มั่งคะ,1
เลิกงานสิ,2
พาไปแหน่,0
เอิ๊ป เอิ๊ปเราลดความอ้วนอยู๊,1
ฮรือแพ้นีเวียผื่นขึ้น😭,1
กูชี้ให้มึงดูและ,0
ชาบูๆ,2
สุรินทร์,2
ไปไงกันดี,2
แยก,2
วันไหนดีคะ,0
ขนาดใหญ่คุ้มค่ามาก,0
อะรายยยย,2
อืด,2
ยังไงก็ไม่ดีอะเชอะ,1
มหชัยข้าวใหญ่กว่าปลาดิบอีก555,1
Rock.🤘🏻🔥,2
กินแกรบ,2
ไม่มีบัตร,2
> ป่ะเรา,0
ไฮเนเก้น ชิวๆ,0
กิน smirnoff ละเป็นงี้ทุกที ลาขาด,1
=+++++!!!,2
อ่าา,2
จานคลาสสิค,2
พ่อเอ๊ย,2
อยากจิน,0
งื้ออออ,2
สนม่ะๆ,2
จากินนนนนน,2
เหมือนคนบ้าอ่ะ555555,1
ไม่มีความเผ็ดสักนิดเดียวว,1
พิจรณาตลอด,2
แง้งง เปย์หน่อย,0
รีดีสุดละ,0
จัดสิ,2
เทิร์นคับ,2
เสียดายจัง,1
ไปกินนนนน,0
วันนี้จะเอาฮูกาเด้นหมักผมแม่ง,1
ม่ะบุฟ ม่ะไป 🤣🤣🤣,1
เผ็ดไป ขอแบบเดิมได้ไหม,1
😷🤧,2
คือหิว,2
เอออ,2
มีสาขาที่บิ๊กซี กำแพงเพชร คร้าบผม,1
มันไม่อร่อยขนาดนั้นอะสำหรับกู5555,1
25ดีมะ,2
ไม่ไหวค่ะเบียร์ช้าง,1
ไปพรุ่งนี้ไหม🤔,0
ยิ่งออกแบบ ยิ่งขี้เหล่ toyota,1
343ครับ,2
ไป2คน,0
เป็นกำลังใจให้นะคะ,0
หิวละ. ปะฮอตพอต,0
ไม่ทันลด 20% ไงคะ,1
ลดน้ำหนักอยู่,0
เปลี่ยนที่บ้างเหอะ🤣🤣,1
โครตสวย สวยกว่าhonda อีก,1
พกเหล้าไปเองได้ป่ะกลัวเจมสันน,1
ไปมาแล้วคะ,2
กินช้างดีกว่า,0
ลดหุ่น,2
หนาวด้วย,2
ปร้ะ,0
ชุมพร,2
Royal Stag,2
จัดไหมละ,2
หิวหรอ5555,2
อยากกิน พาไปหน่อย,0
3️⃣4️⃣3️⃣,2
จำแสงโสมอ้วกได้มั้ยอิควย,1
อวสารบาบิก้อน,1
😍😍😍,0
จัดส่งของได้ห่วยมาก,1
ออ บุหรี่ไฟฟ้าติดคุก,1
MG6,2
ลอรีเอะ,2
ลดละก็ยังแพงอยู่55555,1
ครับบบ,2
299ต้องจัด,0
สาขาเซนลาดไม่ร่วมนะออเจ้า,1
งื้อออออ,2
ไปเล่นน้ำกัน,0
เอิ่ม,2
เลี้ยงเหรอ ป่ะ,0
รอชมเลยคับ,2
ไปรึ,0
จิ๊บเบียร์สิงห์เนาะ,0
งั้นอด,2
กุไปเสาหน้า คอยเลย,0
ตังงงอะตัว,0
มั่วแล้วเบียร์ช้างราคาเดิม.55,1
อยากจิลองมะ,0
ภาพมันติดตาไปแย้วว แงๆ,1
น่าลองเนอะๆๆๆ,0
ม่วยยยยย,2
แพงไปกินชาบูดีกว่าไหม,1
หลังบ้านมีนะ,0
สงสารเค้านะคะ,0
ดีกว่าโจมาโลนละกันน้ำตาเล็ดอะ,1
ปัตตานี,2
เลี้ยงเด้อ,2
ไม่ชอบหม้อสี่น้ำค่ะบอกตรงๆๆ,1
อยากกินเป็ด,0
จัดแน,2
ช่วงนี้เลิกกินช้างชั่วคราว555,1
สปายกินไม่ได้เรยแพ้แรง,1
ไปไหมค่ะ,2
ไม่ได้กินนานแล้ว,0
MAYBELLINE,2
ไปด่วนนนนนนนน55555,0
เปย์เยอะไปป่าว,0
5555 จนอยู่,2
กินม่ะ,2
ไปหมดอะ,2
น่าสนมาก,0
อยากกินคุณ,2
มาเปิดแล้ววว,0
ขอเพิ่มสาขาหน่อยค่ะะะะ,1
ไม่มีอยู่แล้วเพราะกูไม่กินเอ็มเค,1
มีเงินหรอ,0
นัดวันมาไปหมด555,0
#Mazda3 #เช็ครถสตาร์ทไม่ติด,1
เหมาะ,2
เอาาา,2
ค่า,2
เวรกรรมเลยมาตกกับผู้บริโภคไง,1
จัดการมัน,2
ด้วยๆๆ,2
ไปๆๆไปลาว,0
สิ้นเดือน,0
อยากกกกๆๆๆๆๆๆ,0
จ่ายด้วย,2
พี่ยีนขา,0
รอป้ามาเลี้ยงเด่,0
ฮอนด้าแพ้เพราะไม่มีรถกระบะสินะ??,1
บิงซูช็อก,2
ในภาพเหมือนเห็ดไม่ได้ลวกสุกเลย😂,1
ไปจัดเลยมั้ย555,0
ลังเลว่าอันนี้หรือ 3ce ดี,1
กระเทียม?,2
Hotpot,2
โอเคร 😀😀,2
ชีสมันต้องอบอะ ต้มไม่ชอบเลย,1
กินครั้งเดียวสันยาไม่กินอีก,1
นิสสันผ่อนจนเพลียนาวาร่า..,1
แจ่วหวานไปนะก้อน 😭😭,1
ป๊ะป๋า,2
ง้ำๆ,0
จ้าก้อนน,2
ไม่ชอบบบ หมูจุ่มชีสดีกว่า 555555,1
กินๆๆเอ็มเค,0
อีเหี้ยจีนทำเบียร์ช้างปลอม,1
บาบีกอนก็ได้,0
คร๊าบบ☺️☺️,0
555,2
กูแพ้โซฟีไง คันอยู่หนิ,1
บาบีก้อนนน,2
ได้มาแว้วววค่ะ ^^,0
โซฟีสีฟ้าเย็นสบาย,0
งื้อออออเค้าเซงจุง,1
สลัดๆ,2
อ้าวววว,2
อีกแล้วอ่อ,2
เครๆๆๆ,2
จนไม่มีตังล่ะ ขอบายก่อนเลย,1
อ้าวเห้ย,2
มีคูปองฟรี,2
อย่าทำมึน,2
ลองแล้วเช้ามาปวดหัวหนักมาก,1
ไก่เคเอฟซีหร่อยกว่าแมคจืด,1
ปปปป.)),2
สเมอนอฟแม่งรุนแรงกว่าแจ็คอีก โว้ย,1
ยอมแล้วกุ เมาสปาย5555,1
สู้ๆครับลูกพี่,0
ยากเด้,2
อยากลองบ้างจัง,0
บาบีก้อนนนนนน,0
343 ชัดขนาดนั้น,0
มันจะไม่สวยล่ะมั้ง,0
ถูกและจัดส่งเร็วคะ,0
มึงกูอยากกิน 😍,0
25นะ,2
👍👍,0
ยังสิ555,2
แม่งลืมบารบีก้อน,1
เพื่อนนนน,2
บุหรี่ไม่ดีก็เลิกผลิตซิครับ,1
ล้างท้องรอไอ้สัส,1
เป็นหมอ ที่ไม่มี วิสัยทัส,1
กินช้างท้องอืด,1
หุๆ,2
หนูหิววววว,2
ไม่มีสาขาใกล้ๆเลย เสียใจจจ,1
อีเหี้ย โครตเสียดายเงิน -.-,1
กุซื้อ ysl ต่อ,0
งั่มๆ,2
อยากเด่,0
ออนิวดีแมคออโต้อืดทำไงคับ15,1
ใครจะกล้ากิน,1
ห้ามเอามาไว้บนรถกุอีกก,1
ค่าชุดน่าจะแพงกว่านะเจ้าค่ะ5555,1
น่ารอง,2
ป่ะแดกช้างกัน 555,0
ขอรแก่น,2
น่ากินเนอะ 5555,0
บวกๆ,2
หาดใหญไม่มีแล้ว..เสียใจจัง,1
นัดกันแล้วนะคะ ^^,0
มีกุ้ง สดใหมค่ะ ไป เหมือนไม่มี,1
ตอนเย็นก้อได้,0
กินสปายทีไร ปวดท้องทุกที,1
พรุ่งนี้กรุว่างนะ,0
ไม่รู้ว่ะ,2
ว่างปะ,2
กรี๊ดดดด,0
เหนแม่งห้ามโพสเหล้า งงหวะ,1
555556,2
เงินเดือนออกค่ะ 555,0
พร้อมเสมอ 🤤🤤,0
ไปกินลีโอสด บ่ 555,0
ไม่ไหวแล้ว,0
ไปปปปปปป,0
สนบ่ๆ,0
เย็นนี้เลย,0
เลี้ยง?,0
จ้ะ.,0
กินดิๆๆๆๆๆ,0
โอเคค้าบ,2
นิสสันตูดเป็ด แก้ด้วยคับ,1
ไม่ค่อยได้ไปกินเลย,1
คงจะตื่นนะ,2
...,2
เลี้ยงไป,2
เดินไปกิน,2
อยากกินนนน แต่ที่แฟไม่มีแม็คอ่ะ,1
พยาธิชัดๆพิดพลาดได้555,1
จัดเลย😘,0
จอง,0
อยากกีนนนนน,0
ลดแค่เป็ปซี่มะ ไหนบอกว่าเบื่อละ,1
ดีใจจจจจ ^^,0
สาขาเราไม่มีน้าาา,1
มันไม่ลดแล้วอะ ฮือออ,1
ไปกินกันมั้ยยย,0
บาร์คิว พลาซ่า 😢,1
🙄🙄🙄🙄🙄,2
😍😍,0
แต่จะเผ็ดจนกินไม่ได้ป่าง,1
โอเค,2
ลบเก่งบล๊อคเก่งนะไอ้หมอหงอก,1
ไม่ชอบกินของพวกนี้มันอ้วน,1
ยังไม่มีตัง555 จะไปป่าววล่ะ,1
ปายๆๆ😂,0
14 ก.พ.เนาะ,2
😳,0
วันไหนยาย,0
ต้องจัดสักวัน,0
ทำบัตรเสียค่าสมัครเท่าไรค่ะ,1
ไม่ไหวแล้วนอนไม่หลับบบ,1
😣😣,1
ไม่เอาล้าวไม่มีตังง,1
มากินกับเค้าสิ๊,0
แฟนเราไม่ชอบรับทานอ่ะค่ะ,1
ใครเค้ากินลีโอกัน,1
หัวดอ...ตรท,1
ขอบคุณค่าาาา,0
ทำไมวีออสถังน้ำมันเล็กจัง,1
วันนี่เลยปะ,0
โลตัสพระราม4 วันที่ 17/2,1
ไม่คุ้ม ไม่มีชุดไทย 55555,1
แพงจนกินไม่ลงทีเดียว 😰😰,1
🤣,2
มาสด้าคิดดีรึยัง ฟ้องลูกค้า,1
เสียวคอ,1
มันถึง 29 😭,1
😣😣😣,1
ผ้าอนามัยกัด —_—,1
อย่าชวนสิ่บอกว่าลดน้ำหนักกก 😂😂,1
ชอบๆ จัดไป,0
ไปๆ กทม,0
ทางเข้าหาไม่ยาก,0
ให้เพื่อนรับรู้,0
โดนขังเพราะบุหรี่ไฟฟ้า,1
ไม่เหมาะกับเมเบลลีนเลยอะ,1
ป๊ะชอบสีไหน,0
วันเพ็ญ,2
กราบเพื่อน,0
บาบีก้อนน,2
ลาวาก่อน,2
เหี้ยคับ แค่บุหรี่ไฟฟ้า,1
เออ ตรงโลตัสนะ👌,0
รอๆๆๆๆ,2
อยากกินๆๆๆ,0
มึงๆๆๆ อยากง่า,0
ไปอังคารรรรรรร,0
#ubeer 🤘,2
13อ่ะได้ม่ะ,0
ไม่กินอีกแล้วววยี้ห้อนี้555,1
อยากกินลีโอ,0
ฉลอง F บ่,2
ฝาก,2
จะไป?,2
Mazda ออกแบบเลียนแบบ Maserati,1
ครบ,0
เก็บตางสิ อยากกิน,0
ถูกหวยก่อน 😂😂😂,0
มื้อได??,0
ไม่กิน เปลืองพื้นที่ในท้อง,1
ขอบคุนคร่,2
ไม่กินแล้ะ,2
ไปกินmk กันน่ะ,0
มีครับที่เเบน เเต่น้อยมาก,1
ใช่ค่ะ,2
ไฮเนเก้นแพงเฉยๆแต่ไม่เมา..,1
มีดิ,2
555หิว,2
ตูดแอคคอดใหม่ผมรับบ่อได้,1
อยากกินคะ,0
วันที่ทีมครบ,0
=+1 จริงค่ะ รสชาติเปลี่ยนไป,1
อยากกิน555นะๆๆๆๆ,0
เดี๋ยว!,2
😍😍😍😍😍,0
อ้าว ไปกันๆ,0
ทำเกินเหตุนะ แค่บุหรี่ไฟฟ้า,1
เพชรบูรณ์ไม่เคยร่วมรายการเลยยย,1
วันอาทิตแพง379แนะ,1
ไปเร็วแสงชัย,0
ตอนนี้เลยมะ 55,0
มาเลยน้อง,2
บ่ายนี้ไปจัดสะเลย,0
พอ อิ่ม,1
เชียร์ NARS นะ,0
​ สอบเสร็จ,2
ยุไหน,2
ร่วม,2
อ้าววว,1
ของเขา,2
อยากกกก,0
ว่าจะไป,2
อยากกกกกๆๆๆ,0
จัดม้ายยย,0
ก็เหี้ยล่ะ อันนั้นเงินกู,1
ตังไม่มี,2
มันเข้ม,2
จะเอา,2
สาสส 555 hotpot ไว้ทีหลังก็ได้555,1
6ตัวค่ะ,2
มันหายกันได้ด้วย พนง เทพ มาก,1
เป็ดย่างเอ็มเคไม่อร่อยง่า งือออออ,1
ดีที่ไม่ได้กินบาบิก้อนนานแล้ว.🤨,1
ทรงเป็นสามัญชน กูเป็นทาสสสส,1
อ่าว 299 เฉย,0
